id,title,year,first_reported_in_daily,record_type,source_venue,doi,url,source_verification,topics,datasets,input_signals,model_method,main_results,study_goal_zh,method_summary_zh,result_summary_zh,conclusion_summary_zh,takeaway_zh,deployment_summary_zh,leakage_summary_zh,content_status_zh,publication_year_status,publication_year_display,publication_year_basis,publication_year_note,calibration_type,calibration_points,calibration_timing,calibration_notes,subject_split,subject_split_notes,external_validation,external_dataset_or_cohort,external_validation_notes,deployability,deployment_judgment,inference_inputs,current_reference_bp_required,deployment_notes,leakage_risk,abp_bp_denormalization,abp_bp_alignment,abp_bp_windowing,abp_bp_quality_filtering,target_dependent_calibration,window_leakage,subject_leakage,leakage_notes,audit_status,evidence_checked_on,notes
ppgbp-047-a-dual-output-physiology-informed-neural-network-architecture-for-contin,A Dual-Output Physiology-Informed Neural Network Architecture for Continuous Cuffless Blood Pressure Waveform Estimation: A Proof-of-Concept,2026,2026-08-19,paper,Artery Research,10.1007/s44200-026-00120-3,https://doi.org/10.1007/s44200-026-00120-3,primary-metadata/abstract,PPG | cuffless BP,not_reported,not_reported,比较 30 分钟 NARX、15 分钟 NARX 与 15 分钟 NARX-physio；后者加入四参数个体 BP–PPG sigmoid layer 和 BP/PPG dual-output loss。,5 人、超过 6 小时 daily activities 中，NARX-physio 用一半训练时长仍维持准确估计；估计 compliance curve width 平均 36.5 mmHg、contact pressure 59 mmHg，摘要未给 MAE。,用 subject-specific physiology-informed NARX 重建完整 BP waveform，并提高可解释性。,比较 30 分钟 NARX、15 分钟 NARX 与 15 分钟 NARX-physio；后者加入四参数个体 BP–PPG sigmoid layer 和 BP/PPG dual-output loss。,5 人、超过 6 小时 daily activities 中，NARX-physio 用一半训练时长仍维持准确估计；估计 compliance curve width 平均 36.5 mmHg、contact pressure 59 mmHg，摘要未给 MAE。,物理层提供解释参数并减少个人训练数据，但只是 n=5 proof-of-concept。,高度个体化、样本极小，不能外推到新用户或医疗器械精度。,需个人 ECG+PPG 和约 15 分钟带 BP 标签的训练/校准；之后无需当前 BP。,明确 subject-specific target calibration；需按时间留出测试。摘要未见当前 BP 反归一化，风险中等。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,subject-specific training,,15-minute personal training period,需要个人 ECG/PPG 与 BP 标签训练。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,conditional,有条件可部署,ECG | PPG | stored subject-specific model,false,需个人 ECG+PPG 和约 15 分钟带 BP 标签的训练/校准；之后无需当前 BP。,medium,未发现逐窗当前 BP/ABP 反归一化；若来源未公开细节则仍保留未确认。,参考 BP/ABP 用于同步监督或设备对照；未见推理期按当前目标对齐。,BP/ABP 用于生成监督窗口；窗口与受试者隔离按论文披露程度审计。,未见明确用当前 BP 选择 PPG 质量；未披露者不按已排除处理。,需要个人 ECG/PPG 与 BP 标签训练。,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,明确 subject-specific target calibration；需按时间留出测试。摘要未见当前 BP 反归一化，风险中等。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-048-automated-cardiac-arrest-detection-using-wrist-derived-photoplethysmogra,Automated cardiac arrest detection using wrist-derived photoplethysmography during withdrawal of life-sustaining treatment: a prospective clinical validation study,2026,2026-08-19,paper,The Lancet Regional Health – Europe,10.1016/j.lanepe.2026.101791,https://doi.org/10.1016/j.lanepe.2026.101791,primary-metadata/abstract,PPG | wearable deployment,not_reported,PPG | IMU/context (possible),前瞻性单中心 44 人；CardioWatch PPG，ECG/invasive ABP 作参考；两个训练队列 n=10/11 调整 rule-based algorithm，独立测试 n=23。,测试 sensitivity 100%（23/23，95%CI 82–100），1 次 false positive；检测时 MAP 中位 30 mmHg、pulse pressure 13 mmHg。,评估腕部 PPG 能否在 ICU withdrawal of life support 时自动识别 cardiac arrest。,前瞻性单中心 44 人；CardioWatch PPG，ECG/invasive ABP 作参考；两个训练队列 n=10/11 调整 rule-based algorithm，独立测试 n=23。,测试 sensitivity 100%（23/23，95%CI 82–100），1 次 false positive；检测时 MAP 中位 30 mmHg、pulse pressure 13 mmHg。,独立前瞻性测试支持 arrest detection 可行，但样本小、单中心且病例为 non-shockable。,这是 arrest detector，不输出 BP；不能把 invasive ABP 参考误解为推理输入。,推理只需腕部 PPG；ECG/ABP 只用于标注和评价。,训练与测试队列分离，目标泄露低；仍需多中心真实 arrest 前瞻性验证。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,true,两个开发队列与独立测试队列分开。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,PPG,false,推理只需腕部 PPG；ECG/ABP 只用于标注和评价。,low,not applicable,not applicable,not applicable,not applicable,not applicable,有受试者/队列隔离证据；重叠窗口细节仍以全文为准。,已报告 subject-disjoint、LOSO 或独立队列。,训练与测试队列分离，目标泄露低；仍需多中心真实 arrest 前瞻性验证。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-049-the-role-of-dataset-integrity-calibration-and-signal-quality-in-neural-n,"The role of dataset integrity, calibration and signal quality in neural network-based blood pressure estimation",2026,2026-08-20,paper,Scientific Reports,10.1038/s41598-026-66882-7,https://doi.org/10.1038/s41598-026-66882-7,primary-metadata/abstract,PPG | cuffless BP | dataset integrity | calibration | signal synchronization | data leakage,curated MIMIC-III | curated VitalDB,PPG | ECG-derived features for one baseline,"MLP, ResNet and TCN are compared on datasets differing in synchronization; subject-wise splits and 3–9 initial reference measurements test calibration effects.",VitalDB consistently outperformed MIMIC-III; calibration gains diminished beyond three measurements; calibrated DBP reached numerical clinical limits while SBP remained difficult.,系统分析数据同步质量、个人校准次数和 PPG signal quality 对神经网络 BP 估计的影响。,在同步质量不同的数据集上比较 MLP、ResNet、TCN；采用 subject-wise split，并测试 3–9 次初始参考测量的校准效果。,VitalDB 持续优于 MIMIC-III；超过 3 次校准后收益递减；校准后的 DBP 达到数值临床门槛，SBP 仍较困难。,数据完整性和同步质量可能比更复杂的网络更重要；少量校准有效，但不能解决 SBP 的全部问题。,先修数据和划分，再谈模型；3 次左右校准是值得重点验证的工程折中点。,需要初始 cuff/reference BP，并依赖可靠的同步与 SQA。,采用 subject-wise split 降低跨人泄露；仍要保证个人校准样本与测试时间段分离。,已完成重点审核,verified,2026,此前重点深审记录,当前年份按本记录所对应的正式文章或预印本版本填写。,initial subject-specific reference BP,3–9 tested,initial,Diminishing return beyond three initial measurements.,true,Abstract explicitly reports subject-wise splits to prevent leakage.,false,,Cross-dataset comparison is not the same as training on one and untouched external testing on another.,conditional,有条件可部署,PPG | possibly ECG/PAT features depending model | stored calibration,false,Requires initial cuff/reference measurements; emphasizes synchronized data and SQA.,low-to-medium,not reported as current-window dependent,"dataset-level synchronization is studied, not oracle per-window alignment",unknown,signal-quality curation used; exact target dependence needs methods audit,historical first 3–9 references only,reduced by subject-wise split,NO according to abstract,A methodological audit paper; still requires checking how curated test windows were selected.,priority-reviewed,2026-08-24,重点深审。
ppgbp-050-wearable-cuffless-and-portable-devices-for-blood-pressure-monitoring-201,"Wearable, cuffless, and portable devices for blood pressure monitoring (2015–2025): a scoping review of technologies, calibration, clinical validation, and regulatory frameworks",2026,2026-08-20,review,Frontiers in Digital Health,10.3389/fdgth.2026.1870156,https://doi.org/10.3389/fdgth.2026.1870156,primary-metadata/abstract,PPG | cuffless BP | calibration/personalization | wearable deployment | review,not_reported,PPG | IMU/context (possible),按 PRISMA-ScR/JBI PCC 检索 PubMed、Scopus、Web of Science、Embase，并做 device-directed search 与 citation chasing。,纳入 63 项来源：7 份标准/监管文件、1 个 case、6 篇 review、49 项 primary study；关键缺口是 post-calibration stability、动态/睡眠/治疗/心律失常与特殊人群。,梳理 2015–2025 wearable、cuffless 和 portable BP device 的技术、校准、验证与监管。,按 PRISMA-ScR/JBI PCC 检索 PubMed、Scopus、Web of Science、Embase，并做 device-directed search 与 citation chasing。,纳入 63 项来源：7 份标准/监管文件、1 个 case、6 篇 review、49 项 primary study；关键缺口是 post-calibration stability、动态/睡眠/治疗/心律失常与特殊人群。,不同 form factor 与技术不可互相外推；临床效用取决于 intended use、人群、校准和场景。,这是设备证据地图，不提供单一模型性能；最重要结论是不要跨技术横向搬用结果。,综述不可直接部署；可用于选择验证协议和监管路径。,不涉及模型推理泄露；综述特别提醒校准与动态条件的证据缺口。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,PPG,false,综述不可直接部署；可用于选择验证协议和监管路径。,medium,not applicable,not applicable,not applicable,not applicable,not applicable,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,不涉及模型推理泄露；综述特别提醒校准与动态条件的证据缺口。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-051-change-point-aware-evaluation-and-re-calibration-of-ppg-based-blood-pres,Change Point–Aware Evaluation and Re-Calibration of PPG-Based Blood Pressure Estimation,2026,2026-08-21,paper,MLHC 2026 / arXiv,,https://arxiv.org/abs/2608.18639,primary-abstract,PPG | cuffless BP | change point | recalibration | evaluation,not_reported,PPG | BP trajectory for change-point evaluation,"Detects distributional change points in BP trajectories, evaluates models around fluctuations, and triggers targeted recalibration.","Shows substantial model degradation near BP change points; periodic calibration is insufficient, while change-point-triggered recalibration improves robustness (exact values pending table extraction).",研究 BP 分布突然变化时 PPG→BP 模型为什么失效，以及何时应该重新校准。,检测 BP trajectory 的 change point，分别评估变化点前后误差，并在检测到变化时触发 targeted recalibration。,模型在 BP change point 附近明显退化；固定周期校准不足，变化点触发的重新校准更稳健。具体数值仍待表格复核。,校准应与生理状态变化关联，而不只是按固定天数执行；但触发器不能依赖部署时不可得的真实 BP。,思路重要，关键审计问题是：系统如何在不知道真实 BP 的情况下发现 change point。,若变化点由真实 BP 触发，流程并不自主；需要用 PPG/IMU/上下文构建可部署的触发器。,潜在高风险在触发机制：若用当前真实 BP 判断变化并决定重校准，就把目标信息带入了评估流程。,已完成重点审核,verified,2026,此前重点深审记录,当前年份按本记录所对应的正式文章或预印本版本填写。,change-point-triggered,,test-time/event-triggered,Deployment validity depends on whether trigger detection uses predicted BP/PPG only or true reference BP.,unknown,Full evaluation protocol requires audit.,false,,No independent clinical external validation confirmed.,conceptual/conditional,触发机制需改造成无参考 BP,PPG | change trigger available at deployment,potentially,"If true BP change points trigger recalibration, the reported protocol is not autonomous.",high,unknown,unknown,YES for evaluation periods around true BP change points,unknown,potentially YES — trigger is defined from BP trajectories,unknown,unknown,Valuable evaluation framework; its deployment claim must separate oracle change points from detectable real-world triggers.,priority-reviewed,2026-08-24,重点深审。
ppgbp-052-clinical-validation-of-photoplethysmography-based-finger-cuffless-blood-,Clinical Validation of Photoplethysmography-Based Finger Cuffless Blood Pressure Monitoring Following European Society of Hypertension Recommendations,2026,2026-08-21,paper,Journal of the American Heart Association,10.1161/jaha.126.050501,https://doi.org/10.1161/jaha.126.050501,primary-metadata/abstract,PPG | cuffless BP | wearable deployment,not_reported,PPG | IMU/context (possible),"两阶段共 1,173 人：phase 1 n=768，在 7 个 ESH 场景对 invasive、office 与 24h ABPM；phase 2 n=405 高血压患者做临床关联。",7 个场景的 SBP/DBP mean difference≤5、SD≤8 mmHg，覆盖 invasive、static、awake/asleep、position、treatment、exercise、recalibration；PPG mean SBP/TTR/variability 与多项靶器官指标相关。,按 ESH 建议全面验证 finger PPG cuffless BP，并检验其指标与 organ damage/CV complication 的关联。,"两阶段共 1,173 人：phase 1 n=768，在 7 个 ESH 场景对 invasive、office 与 24h ABPM；phase 2 n=405 高血压患者做临床关联。",7 个场景的 SBP/DBP mean difference≤5、SD≤8 mmHg，覆盖 invasive、static、awake/asleep、position、treatment、exercise、recalibration；PPG mean SBP/TTR/variability 与多项靶器官指标相关。,属于当前库中最接近完整临床应用验证的证据，但具体设备、算法与校准协议不可外推到其他 PPG 模型。,强产品级证据；应同时核对利益冲突、协议原文和独立复现。,需 finger PPG device 及其规定校准/重校准流程；监测时不需要当前 reference BP。,前瞻性设备对照而非随机窗口训练，window leakage 不适用；历史 calibration 明确，参考 BP 用于验证。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,device calibration/recalibration,,per validated device protocol,研究包含 recalibration test，需遵循设备协议。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,conditional,有条件可部署,finger PPG | stored device calibration,false,需 finger PPG device 及其规定校准/重校准流程；监测时不需要当前 reference BP。,medium,未发现逐窗当前 BP/ABP 反归一化；若来源未公开细节则仍保留未确认。,参考 BP/ABP 用于同步监督或设备对照；未见推理期按当前目标对齐。,BP/ABP 用于生成监督窗口；窗口与受试者隔离按论文披露程度审计。,未见明确用当前 BP 选择 PPG 质量；未披露者不按已排除处理。,研究包含 recalibration test，需遵循设备协议。,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,前瞻性设备对照而非随机窗口训练，window leakage 不适用；历史 calibration 明确，参考 BP 用于验证。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-053-when-is-rppg-physiologically-valid-for-stress-and-workload-monitoring-a-,When is rPPG physiologically valid for stress and workload monitoring? A PRISMA-ScR scoping review,2026,2026-08-21,review,Frontiers in Digital Health,10.3389/fdgth.2026.1855425,https://doi.org/10.3389/fdgth.2026.1855425,primary-metadata/abstract,PPG | wearable deployment | review,not_reported,PPG | IMU/context (possible),PRISMA-ScR 检索 2010–2026-03 的五个数据库，纳入 20 项实证研究，按实验室、在线、telehealth 等场景综合 pipeline、reference 与部署条件。,HR 通常较稳健；HRV/PRV 在 head motion、illumination change 与短窗口下明显退化，许多研究只有 protocol label 或 wearable reference，缺少 ECG/contact-PPG agreement。,判断 rPPG 用于 stress/workload 时，什么时候 HR/HRV/PRV 具有生理有效性。,PRISMA-ScR 检索 2010–2026-03 的五个数据库，纳入 20 项实证研究，按实验室、在线、telehealth 等场景综合 pipeline、reference 与部署条件。,HR 通常较稳健；HRV/PRV 在 head motion、illumination change 与短窗口下明显退化，许多研究只有 protocol label 或 wearable reference，缺少 ECG/contact-PPG agreement。,stress classification 高分不等于生理信号有效，必须先验证 HRV/PRV agreement。,对任何 camera-PPG 下游都适用：先证实波形，再解释分类。,需普通 camera video；实际使用应限制运动、光照和窗口长度并给 quality flag。,综述无 BP 目标泄露；主要审计问题是参考标准不足和 protocol label shortcut。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,camera facial video,false,需普通 camera video；实际使用应限制运动、光照和窗口长度并给 quality flag。,medium,not applicable,not applicable,not applicable,not applicable,not applicable,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,综述无 BP 目标泄露；主要审计问题是参考标准不足和 protocol label shortcut。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-054-fuzzy-accuracy-compensates-for-label-subjectivity-in-classification-of-s,Fuzzy Accuracy Compensates for Label Subjectivity in Classification of Skin Tone Using Wearable Photoplethysmography Signals,2026,2026-08-21,paper,FUZZ-IEEE 2026 / arXiv,10.1109/fuzz69877.2026.11626495,https://doi.org/10.1109/fuzz69877.2026.11626495,primary-metadata/abstract,PPG | wearable deployment,not_reported,PPG | IMU/context (possible),六分类任务比较 raw PPG 的 tree/deep model、SPAR image deep model 与 extracted features，并把预测在真实标签±1 视为 fuzzy correct。,raw PPG tree exact/fuzzy accuracy 最高 55%/96%，SPAR 44%/85%，features 42%/87%。,评估 fuzzy accuracy 能否更公平地衡量主观 Fitzpatrick skin-tone 标签分类。,六分类任务比较 raw PPG 的 tree/deep model、SPAR image deep model 与 extracted features，并把预测在真实标签±1 视为 fuzzy correct。,raw PPG tree exact/fuzzy accuracy 最高 55%/96%，SPAR 44%/85%，features 42%/87%。,fuzzy metric 反映标签主观性，但也可能把 exact classification 的不足隐藏在很高的 96% 中。,适合公平性/标签不确定性分析，不是 BP estimator，也不能只报 fuzzy accuracy。,推理需 PPG 或其图像/特征；无 BP 校准，临床用途有限。,摘要未说明 subject split，重复波形可能泄露；无 BP target-dependent processing。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,PPG,false,推理需 PPG 或其图像/特征；无 BP 校准，临床用途有限。,medium,not applicable,not applicable,not applicable,not applicable,not applicable,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,摘要未说明 subject split，重复波形可能泄露；无 BP target-dependent processing。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-055-optimizing-health-prediction-using-wearable-sensor-data-machine-learning,Optimizing health prediction using wearable sensor data: Machine learning for anomaly detection in PPG and HRV signals,2026,2026-08-21,paper,Procedia Computer Science,10.1016/j.procs.2026.06.624,https://doi.org/10.1016/j.procs.2026.06.624,primary-metadata/abstract,PPG | wearable deployment,not_reported,PPG | IMU/context (possible),先做 noise reduction，再比较 Random Forest、SVM 和 LSTM 的 classification/anomaly detection。,摘要报告 LSTM 在去噪后 accuracy 93.5%，但未给样本量、数据集、类别分布或 subject split。,用去噪后的 wearable PPG/HRV 做信号分类与异常检测。,先做 noise reduction，再比较 Random Forest、SVM 和 LSTM 的 classification/anomaly detection。,摘要报告 LSTM 在去噪后 accuracy 93.5%，但未给样本量、数据集、类别分布或 subject split。,结果只能视作初步算法报告，缺少可判断泛化和临床价值的关键信息。,93.5% 单一 accuracy 不足以支持部署；需要按人划分、class-wise 指标和外部验证。,推理需 wearable PPG/HRV，不需 BP；硬件和实时成本未报告。,window/subject split 未报告，风险中高；无 BP 反归一化问题。,已完成重点审核,verified,2026,Crossref 精确题名/年份与可得 primary abstract/full text 核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,PPG,false,推理需 wearable PPG/HRV，不需 BP；硬件和实时成本未报告。,medium-to-high,not applicable,not applicable,not applicable,not applicable,not applicable,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,window/subject split 未报告，风险中高；无 BP 反归一化问题。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
ppgbp-056-domain-independent-ppg-signal-quality-assessment-framework-via-represent,Domain-independent PPG signal quality assessment framework via representation learning,2026,2026-08-22,paper,Scientific Reports,10.1038/s41598-026-58783-6,https://www.nature.com/articles/s41598-026-58783-6,primary-full-text,PPG | signal quality | representation learning | domain generalization,CSL finger PPG | WCS wrist PPG | AA neck PPG,PPG,Fine-tunes a pretrained PPG Transformer with triplet loss; quality is embedding distance to high-quality reference embeddings.,"Approximate F1: 90% finger, 95% wrist with generalized references, 70% neck.",建立跨部位、跨设备更稳健的 PPG signal quality assessment，先识别坏信号再进入 BP 或其他下游模型。,用 triplet loss 微调预训练 PPG Transformer，以待测片段到高质量 reference embedding 的距离判断质量。,F1 约为手指 90%、手腕 95%、颈部 70%；跨域效果因采集部位而异。,SQA 可实时运行且不依赖 BP 标签，适合作为部署前端；颈部等新域仍需更多数据。,先判断 PPG 能不能用，再估 BP；这是减少运动伪影失败的实用组件。,推理仅需 PPG 和已保存的高质量 reference embedding，不需要当前 BP。,未使用 BP 目标做质量筛选，目标泄露风险低；应继续避免同一受试者片段跨训练/测试。,已完成重点审核,verified,2026,此前重点深审记录,当前年份按本记录所对应的正式文章或预印本版本填写。,reference-embedding set,,device/domain setup,No BP calibration; reference embeddings define signal-quality score.,reported evaluation across datasets,Exact subject partition details need table-level audit.,true,wrist and neck datasets,Cross-location generalization is central.,deployable-front-end,适合作为 BP 模型前置 SQA,PPG | stored high-quality reference embeddings,false,Real-time compatible; no BP target needed.,low for BP target leakage,not applicable,not applicable,not BP-target based,"PPG morphology/expert quality labels, not BP values",not applicable,dataset-specific,dataset-specific,"If used in BP studies, freeze SQA before test evaluation and avoid tuning thresholds on test BP error.",priority-reviewed,2026-08-24,重点深审。
ppgbp-057-large-scale-bilateral-cardiovascular-monitoring-via-wearable-rings,Large-scale bilateral cardiovascular monitoring via wearable rings,2026,2026-08-22,paper,npj Digital Medicine,10.1038/s41746-026-03036-z,https://pubmed.ncbi.nlm.nih.gov/42477400/,primary-abstract,PPG | ring | bilateral | cuffless BP | benchmark,MAIBO-derived bilateral benchmark,left ring PPG | right ring PPG,Twelve backbones benchmark bilateral and averaged ring-PPG prediction across cardiovascular/demographic targets.,"97,559 valid samples from 1,810 participants; bilateral SBP/DBP MAE 12.36/8.21 mmHg, only modestly better than cohort-mean baselines 13.81/9.27.",检验左右手双 ring PPG 是否比单侧信号更适合预测 BP 等心血管和人口学指标。,在 12 种 backbone 上比较左手、右手、双侧融合和平均 ring PPG 的多目标预测。,"1,810 人、97,559 个有效样本；双侧 SBP/DBP MAE 为 12.36/8.21 mmHg，只比人群均值 baseline 13.81/9.27 略好。",双侧信号有一定增益，但绝对 BP 误差仍大，且双 ring 的硬件成本并未换来决定性提升。,更适合作为左右差异和姿势研究资源，不宜宣传为高精度 BP 方案。,需要两枚 ring，是额外佩戴成本；当前 BP 精度不足以支撑产品结论。,必须按参与者划分；若把同一人的左右手或不同 session 分到训练和测试，会显著高估泛化。,已完成重点审核,verified,2026,此前重点深审记录,当前年份按本记录所对应的正式文章或预印本版本填写。,none reported,0,none,Population benchmark.,needs full-method verification,Do not assume session-level split is safe.,false,,Single benchmark cohort.,limited-for-BP,HR 价值较强，绝对 BP 价值有限,bilateral ring PPG,false,Two-ring requirement is itself a deployment cost.,medium,not reported,session-synchronized reference BP,unknown,valid-sample selection requires audit,not reported,unknown,unknown pending split verification,Transparent weak BP result is more credible than near-zero MAE under unsafe splits.,priority-reviewed,2026-08-24,重点深审。
ppgbp-058-photoplethysmography-for-heart-rate-and-rhythm-monitoring-current-eviden,Photoplethysmography for Heart Rate and Rhythm Monitoring: Current Evidence and Clinical Applications,2026,2026-08-22,review,JACC: Clinical Electrophysiology,10.1016/j.jacep.2026.06.034,https://doi.org/10.1016/j.jacep.2026.06.034,primary-abstract,PPG | wearable deployment,not_reported,PPG | IMU/context (possible),state-of-the-art review，覆盖 pulse-rate 测量、AF screening、wearable/remote monitoring 与常见 confounder。,多项研究显示 HR 较准确、AF screening 有较高 sensitivity/specificity；motion、skin tone 和高 HR 时脉搏幅度下降会影响质量。,总结 PPG 在 HR 和 rhythm monitoring 中的当前证据、应用与限制。,state-of-the-art review，覆盖 pulse-rate 测量、AF screening、wearable/remote monitoring 与常见 confounder。,多项研究显示 HR 较准确、AF screening 有较高 sensitivity/specificity；motion、skin tone 和高 HR 时脉搏幅度下降会影响质量。,PPG 适合筛查和远程监测，但 arrhythmia 诊断仍需要 ECG 确认。,PPG 是 screening signal，不应替代诊断级 ECG；本综述也不是 BP 验证。,需 PPG 和 signal-quality control；异常 rhythm 应转 ECG confirmation。,综述无训练/测试泄露；核心风险是质量伪影与把筛查阳性当确诊。,已完成重点审核,verified,2026,JACC 正式文章核验,当前年份按本记录所对应的正式文章或预印本版本填写。,not applicable,,not reported,该研究不是连续 BP estimator。,not_reported,可得来源未明确证明 subject-disjoint；已按未知项保留，不视为通过。,false,,未确认独立外部队列验证。,not-a-bp-estimator,非 BP 测量任务,PPG,false,需 PPG 和 signal-quality control；异常 rhythm 应转 ECG confirmation。,medium,not applicable,not applicable,not applicable,not applicable,not applicable,划分单位未充分报告，随机或重叠窗口泄露不能排除。,未充分报告 subject-disjoint，按未知风险保留。,综述无训练/测试泄露；核心风险是质量伪影与把筛查阳性当确诊。,priority-reviewed,2026-08-24,已依据可得 primary abstract/full text 完成重点审核；未公开项目明确标为未报告，不以推断代替证据。
